0.	7.157165835186059e-18	0.	5.874514634853642e-12	5.874514634853147e-12	7.157165835186059e-18	0.	5.866127246847294e-12	5.866127246846799e-12	7.157165835186059e-18	0.	5.871432031236831e-12	5.871432031236336e-12	7.157165835186059e-18	0.	5.871688770311276e-12	5.871688770310781e-12
0.011403240121923024	9.527559674555284e-18	0.	4.656319587307101e-12	4.656319587306405e-12	9.527559674555284e-18	0.	4.649148240457413e-12	4.649148240456717e-12	9.527559674555284e-18	0.	4.653315046246709e-12	4.6533150462460134e-12	9.527559674555284e-18	0.	4.6539516897623924e-12	4.653951689761697e-12
0.022806480243846048	1.2669821345952502e-17	0.	3.68656373424041e-12	3.686563734239432e-12	1.2669821345952502e-17	0.	3.680853024557494e-12	3.680853024556517e-12	1.2669821345952502e-17	0.	3.684057058817623e-12	3.684057058816646e-12	1.2669821345952502e-17	0.	3.684811663529673e-12	3.684811663528696e-12
0.034209720365769074	1.6830907008662602e-17	0.	2.9160817898535934e-12	2.9160817898522222e-12	1.6830907008662602e-17	0.	2.911314769741609e-12	2.911314769740238e-12	1.6830907008662602e-17	0.	2.913783281247924e-12	2.913783281246553e-12	1.6830907008662602e-17	0.	2.9146454388154847e-12	2.9146454388141134e-12
0.045612960487692096	2.2335350186206554e-17	0.	2.3037559281290978e-12	2.303755928127176e-12	2.2335350186206554e-17	0.	2.3001841324920615e-12	2.3001841324901398e-12	2.2335350186206554e-17	0.	2.3020402866113567e-12	2.302040286609435e-12	2.2335350186206554e-17	0.	2.302624888422761e-12	2.302624888420839e-12
0.057016200609615125	2.960916958913371e-17	0.	1.8186425777211587e-12	1.8186425777184682e-12	2.960916958913371e-17	0.	1.8155426268695882e-12	1.8155426268668976e-12	2.960916958913371e-17	0.	1.8169616306729372e-12	1.8169616306702467e-12	2.960916958913371e-17	0.	1.8177006228737033e-12	1.8177006228710128e-12
0.06841944073153815	3.921099879612955e-17	0.	1.4337829597231992e-12	1.433782959719436e-12	3.921099879612955e-17	0.	1.431248528724797e-12	1.431248528721034e-12	3.921099879612955e-17	0.	1.432455896264077e-12	1.4324558962603138e-12	3.921099879612955e-17	0.	1.432969374412966e-12	1.432969374409203e-12
0.07982268085346117	5.1872573943004414e-17	0.	1.129469612460783e-12	1.1294696124555253e-12	5.1872573943004414e-17	0.	1.1277973390299414e-12	1.1277973390246837e-12	5.1872573943004414e-17	0.	1.1279656072071112e-12	1.1279656072018534e-12	5.1872573943004414e-17	0.	1.1288572550737632e-12	1.1288572550685055e-12
0.09122592097538419	6.855133359301286e-17	0.	8.885921810054377e-13	8.885921809980992e-13	6.855133359301286e-17	0.	8.869840923432072e-13	8.869840923358687e-13	6.855133359301286e-17	0.	8.877057373092135e-13	8.87705737301875e-13	6.855133359301286e-17	0.	8.883285030370892e-13	8.883285030297507e-13
0.1026291610973072	9.049867765790948e-17	0.	6.984554756364009e-13	6.98455475626169e-13	9.049867765790948e-17	0.	6.972238219684574e-13	6.972238219582255e-13	9.049867765790948e-17	0.	6.974822957663779e-13	6.97482295756146e-13	9.049867765790948e-17	0.	6.981779198802446e-13	6.981779198700127e-13
