0	3.0478177778583285e-51	3.0478177778583285e-51	3.0478177778583285e-51	3.0478177778583285e-51	3.0478177778583285e-51	3.0478177778583285e-51
0.001814882032667876588021778584392	3.0173267354826883e-8	1.0373968994010943e-13	6.035225397847362e-8	6.223838466586034e-13	6.912382287147347e-17	7.017996175834634e-17
0.003629764065335753176043557168784	6.033223737953475e-8	2.074497725429408e-13	1.2069020916370063e-7	1.2445817697362476e-12	1.0260823352049587e-16	9.85591773071454e-17
0.005444646098003629764065335753176	9.04632012510988e-8	3.1110584395479096e-13	1.8098527129729234e-7	1.866787255218381e-12	1.2826942420696098e-16	1.222633592085349e-16
0.0072595281306715063520871143375681	1.206529122288852e-7	4.148673447838894e-13	2.412383592235629e-7	2.4885811270913668e-12	1.559978634598247e-16	1.4967185563759457e-16
0.0090744101633393829401088929219601	1.5085863147211922e-7	5.185816538088045e-13	3.0166425762841687e-7	3.1113361016912375e-12	1.8468901781730947e-16	1.765046823278987e-16
0.010889292196007259528130671506352	1.8105275523645143e-7	6.224011828810714e-13	3.6208479215807667e-7	3.73376378924151e-12	2.0830247485485484e-16	1.8835388114873692e-16
0.012704174228675136116152450090744	2.1122098255888536e-7	7.260909965443215e-13	4.224678312957878e-7	4.356663085045521e-12	2.2116416196921676e-16	2.1117323855261568e-16
0.014519056261343012704174228675136	2.413490169057444e-7	8.297208132277795e-13	4.827847717640434e-7	4.9785659809757914e-12	2.4447185962125133e-16	2.3272112349790087e-16
0.016333938294010889292196007259528	2.7142257063895934e-7	9.333423129511516e-13	5.430070226372752e-7	5.600460380359829e-12	2.6707661415664366e-16	2.50458819437066e-16
0.01814882032667876588021778584392	3.015995526433365e-7	1.037050442406083e-12	6.031060143626126e-7	6.221896975827519e-12	2.8134921180163995e-16	2.629568162066614e-16
0.019963702359346642468239564428312	3.3186783253412213e-7	1.1408179706374557e-12	6.635968293505282e-7	6.844745978647479e-12	3.0668765667196602e-16	2.803622281199012e-16
0.021778584392014519056261343012704	3.620986282048721e-7	1.2447167622360552e-12	7.24131554885273e-7	7.467031876496886e-12	3.2196145774659944e-16	3.101459134065447e-16
0.023593466424682395644283121597096	3.9227763229575357e-7	1.3484592776122684e-12	7.845769974410782e-7	8.090763690060513e-12	3.2105234087014314e-16	3.3026356440364927e-16
0.025408348457350272232304900181488	4.2239054618280774e-7	1.4519291148542987e-12	8.449045426536865e-7	8.712910914365873e-12	3.418363666229036e-16	3.294536752957484e-16
0.02722323049001814882032667876588	4.524230845214325e-7	1.5556213825165466e-12	9.050855972697282e-7	9.333977213721647e-12	3.5159284537673925e-16	3.467194688615222e-16
0.029038112522686025408348457350272	4.825008058039765e-7	1.6591759038488095e-12	9.650915981625076e-7	9.955659178172426e-12	3.4541360603334726e-16	3.569064793700465e-16
0.030852994555353901996370235934664	5.128474551279105e-7	1.7630861491962617e-12	1.0254460159689355e-6	1.0577708926466886e-11	3.534969229748468e-16	3.8064660686654455e-16
0.032667876588021778584392014519056	5.431307368982407e-7	1.866957500366153e-12	1.0861265392571447e-6	1.1200830977838404e-11	3.8257040679407707e-16	3.996245624670161e-16
0.034482758620689655172413793103448	5.733363344230684e-7	1.970858323007206e-12	1.1466660013882591e-6	1.1824500666747444e-11	4.0407732551784916e-16	4.1899195097111935e-16
0.03629764065335753176043557168784	6.034499441787715e-7	2.0742767747852995e-12	1.2070357712288733e-6	1.2447422544483384e-11	4.1806845422875775e-16	4.4037840512223105e-16
0.038112522686025408348457350272232	6.33457280276256e-7	2.1779181060557874e-12	1.2672072475050227e-6	1.3067486368763157e-11	4.2922859670482834e-16	4.528535732223165e-16
0.039927404718693284936479128856624	6.633747061110904e-7	2.281163899360474e-12	1.3271518678233132e-6	1.3689586115375333e-11	4.4078249697873267e-16	4.579463972712088e-16
0.041742286751361161524500907441016	6.937906193513537e-7	2.3853392283859273e-12	1.3871980755921308e-6	1.4309964552363684e-11	4.508372413720481e-16	4.572051238851698e-16
0.043557168784029038112522686025408	7.241421995084544e-7	2.4891451303515336e-12	1.448055997852278e-6	1.4934454509578625e-11	4.611180597333271e-16	4.790051767769067e-16
0.0453720508166969147005444646098	7.543902065595158e-7	2.593218821432204e-12	1.5087210926579982e-6	1.5557712391895847e-11	4.7833287333751e-16	4.994777195567969e-16
0.047186932849364791288566243194192	7.845203292282077e-7	2.69668617708678e-12	1.5691647064131056e-6	1.6181811555131305e-11	5.093794212252832e-16	5.3134394074275115e-16
