0	0.	0.	0.	0.
0.001814882032667876588021778584392	1.7763568394002505e-15	6.217248937900877e-15	9.230176623020725e-9	9.414691248821327e-14
0.003629764065335753176043557168784	4.440892098500626e-16	9.769962616701378e-15	1.8460347916970932e-8	1.9229062786507711e-13
0.005444646098003629764065335753176	2.708944180085382e-14	1.8207657603852567e-14	2.7690505444155633e-8	3.042011087472929e-13
0.0072595281306715063520871143375681	3.552713678800501e-15	1.5987211554602254e-14	3.6920691393049765e-8	3.6903813338540203e-13
0.0090744101633393829401088929219601	8.881784197001252e-15	0.	4.61508595783755e-8	4.698463840213662e-13
0.010889292196007259528130671506352	9.769962616701378e-15	1.2434497875801753e-14	5.538101977009546e-8	5.830891325331322e-13
0.012704174228675136116152450090744	1.3322676295501878e-14	3.552713678800501e-15	6.461119017586725e-8	6.639133687258436e-13
0.014519056261343012704174228675136	6.217248937900877e-15	1.5987211554602254e-14	7.384136546662035e-8	7.567280135845067e-13
0.016333938294010889292196007259528	8.43769498715119e-15	1.5987211554602254e-14	8.30715296551432e-8	8.602007994795713e-13
0.01814882032667876588021778584392	1.4654943925052066e-14	1.3322676295501878e-15	9.230171027496681e-8	9.49906819869284e-13
0.019963702359346642468239564428312	3.552713678800501e-15	2.220446049250313e-15	1.0153188423345227e-7	1.048938713665848e-12
0.021778584392014519056261343012704	1.5987211554602254e-14	8.881784197001252e-15	1.1076206796190036e-7	1.1479706074624119e-12
0.023593466424682395644283121597096	2.6645352591003757e-15	4.440892098500626e-15	1.1999223259451242e-7	1.2208012378778221e-12
0.025408348457350272232304900181488	6.217248937900877e-15	8.881784197001252e-15	1.2922239633894606e-7	1.3433698597964394e-12
0.02722323049001814882032667876588	9.769962616701378e-15	1.865174681370263e-14	1.3845257607059125e-7	1.4153123117921496e-12
0.029038112522686025408348457350272	3.552713678800501e-15	3.552713678800501e-15	1.4768276423993143e-7	1.5023537969227618e-12
0.030852994555353901996370235934664	1.5987211554602254e-14	4.884981308350689e-15	1.5691293731023848e-7	1.5800694086465228e-12
0.032667876588021778584392014519056	4.440892098500626e-16	9.769962616701378e-15	1.66143105051475e-7	1.7070789226636407e-12
0.034482758620689655172413793103448	0.	9.769962616701378e-15	1.7537327412497916e-7	1.8030021919912542e-12
0.03629764065335753176043557168784	4.440892098500626e-15	4.440892098500626e-15	1.846034556329812e-7	1.899369550528718e-12
0.038112522686025408348457350272232	2.6645352591003757e-15	5.773159728050814e-15	1.9383365179592715e-7	1.9815260543509794e-12
0.039927404718693284936479128856624	2.708944180085382e-14	9.769962616701378e-15	2.030637982208816e-7	2.0974333381218457e-12
0.041742286751361161524500907441016	2.0872192862952943e-14	1.3322676295501878e-15	2.122939637416721e-7	2.1720403253766563e-12
0.043557168784029038112522686025408	5.773159728050814e-15	1.1102230246251565e-14	2.2152413459153308e-7	2.2732926652224705e-12
0.0453720508166969147005444646098	5.773159728050814e-15	6.217248937900877e-15	2.3075432720176536e-7	2.361222328772783e-12
0.047186932849364791288566243194192	8.881784197001252e-15	1.3322676295501878e-15	2.399844953870911e-7	2.447819724693545e-12
0.049001814882032667876588021778584	2.220446049250313e-15	8.881784197001252e-15	2.4921466046379237e-7	2.561506562415161e-12
0.050816696914700544464609800362976	3.1086244689504383e-15	6.661338147750939e-15	2.5844483086956416e-7	2.660538456211725e-12
0.052631578947368421052631578947368	1.199040866595169e-14	0.	2.676750261443317e-7	2.7484681197620375e-12
0.05444646098003629764065335753176	3.9968028886505635e-15	1.199040866595169e-14	2.769051872242301e-7	2.843059121460101e-12
